gig_id,artist_name,artist_mbid
g120310,Ksew-sha,08050d37-c14c-4151-855c-67efc8ca4e57
g120310,Doqta,02ba8911-f16c-49ab-ae25-fe77f2fa8951
g120310,Feodoq,9450ff1d-8896-46fd-a9b7-f04428064aab
g120310,Karmadro4erz,78cad446-ad12-4fc1-856f-0aefa6bdf2ba
g120310,U (-_-),eec8190c-99bd-41e0-9a14-88eeb2228f83
g120720,Электрофорез,4ba35e82-72a3-4e3f-88e5-32642e3f59e4
g120720,Лемондэй,ca5c8e67-9bf1-48fb-ba50-b501ca1ee82c
g120922,Барто,ea6976b0-2f7b-48b2-bfbd-da5a0fa1f0fa
g121031,Red Delishes,c837adf9-f7e6-473f-8056-17de90d5bb4d
g121209,Электрофорез,4ba35e82-72a3-4e3f-88e5-32642e3f59e4
g121209,Лемондэй,ca5c8e67-9bf1-48fb-ba50-b501ca1ee82c
g121209,Slow Suicide,6712ffd6-d81d-41f6-8d17-cc46a481928e
g130825,The Retuses,6341faec-d81b-48c1-8974-be5c5cebac9d
g131215,A.T.M.O.M.,9ad1fe31-e911-4015-b710-8f2b8aa3070a
g140124,Александр Зайцев,08ab0595-c679-4403-9f31-94f87fdd8bc4
g140124,Arriere Guarden,1a156785-f7ac-4c15-a5cf-66af3a3c4cca
g140124,Chikiss,bbefa947-115a-46e1-bf46-5ff4496c2b2f
g140124,Dröme ,d05f4c17-6278-43d8-bd15-f56f853a28d2
g140124,Электрофорез,4ba35e82-72a3-4e3f-88e5-32642e3f59e4
g140124,FILM FILM,076294cf-2454-4773-b724-d4adcf7acead
g140124,Loverlost,63b056b6-4b6a-4fca-9dc2-7aa9fa28562b
g140124,Sonic Death,0c02772e-760b-40fa-a82a-296306681ead
g140124,Velvet Breasts,e83d8a4f-3c08-4dfa-af8f-56eb277ba9e2
g140124,Wozzeck,3c455261-d20c-4f44-91ef-dd9968a54138
g140307,Lebanon Hanover,7de3b7b4-8288-4baf-929b-98af9224c0cb
g140404,Asian Women on the Telephone,a5eb9bd0-c49f-4d6f-8045-402dcc836471
g140620,спасая руки,eef02efe-044c-465b-beb6-7b668a603843
g140719,Chikiss,bbefa947-115a-46e1-bf46-5ff4496c2b2f
g140816,Goodbye Porsche,fb96284f-a4ed-4d76-9b7f-082076e24b9b
g140816,ИННА ПИВАРС,40b8387d-9f46-47fd-ab1f-6e1c1927d092
g140816,Казускома,64e5b731-f4a6-4499-8c78-10efeed5ebfd
g140816,Ленина Пакет,33fead8d-a4b2-452d-afed-8c95a01be9b7
g140816,Mad Pilot,20091a57-fc5b-4a12-9647-4ca7d8140a2c
g140816,Motherfathers,7fb3945f-6501-4155-96db-98d7d558b693
g140816,Nikola Tesla & Thee Coils,9dfa7d93-3d18-4826-af18-17ca9f583c2c
g140816,96 Хуёв,4c72c41e-63c2-4ddd-bb8b-1b5fca85cf18
g140816,Оберманекен,fc90b3b4-ad86-43ca-9eff-5b44ee5bad8a
g140816,Сердцедёр,efc8d1a8-ac9e-4803-87f3-98a33184046f
g140816,The Godesberg,197b2b44-6a93-4aa4-9a87-4d70a4149663
g140828,INVERSE,1a3b3173-4a43-4a15-ba7e-43debdaba78c
g140828,Sexores,699069aa-60c0-4761-9a9d-b2549fcdfeea
g140905,Chkbns,9fdd097b-7f66-4f25-850b-eb02621896e8
g140905,Лемондэй,ca5c8e67-9bf1-48fb-ba50-b501ca1ee82c
g140905,Felix Bondarev,6c667e8e-9b9c-44bf-9906-d979155f680f
g140905,Sonic Death,0c02772e-760b-40fa-a82a-296306681ead
g140905,Stereo Siberia,3815db24-cd36-4558-a053-fb3f2f2e6c22
g140905,Трипинадва,2b762ca6-9844-47af-ab90-5018d6a16ed7
g140926,B00 B00 ,cfd1f71c-47d9-4d20-b357-6aabe385c3e5
g140926,Cyclofillydea,3ca2052d-5d0e-4eea-93c4-0dacdb614cb6
g140926,Hapalochlaena_Maculosa,0ccc2030-4200-4600-8386-feea329d5b76
g140926,Inca Babies,eda8002d-ed94-4b3d-8456-967464052750
g140926,Opus Daemoni,e4ce881c-a6c9-40b2-b9d7-18469906b1a3
g140927,DoppelgängeR,0a8b8159-b284-415f-a60a-1edc6c49f77b
g140927,Фанни Каплан,3f1d6728-7ed6-4256-8208-52a8171ac719
g140927,Hapalochlaena_Maculosa,0ccc2030-4200-4600-8386-feea329d5b76
g140927,Inca Babies,eda8002d-ed94-4b3d-8456-967464052750
g140927,Salome's Dance,0f333320-b9e4-4c2f-8faa-1c5784773772
g140927,Scofferlane,cafeece5-ab3d-4f94-8c37-07c97042b3bc
g141024,Электрофорез,4ba35e82-72a3-4e3f-88e5-32642e3f59e4
g141130,Электрофорез,4ba35e82-72a3-4e3f-88e5-32642e3f59e4
g141130,Ploho,3e9e3456-b9ad-41d8-a3d0-0497805e31fc
g150327,Cosmic Letdown,fc13239a-999b-4b6d-833c-6909fdc69127
g150327,Dolores Haze,c67a0e54-1138-4d17-9fc9-1ff7e4d6ecf7
g150327,Фивы,4b749a4e-1283-4ea8-90fd-57cc7b73588c
g150327,Ghost Hippies,f914be6b-ceee-4287-a319-092149c32b8a
g150327,L'VO,799e3af1-eb58-43e7-a0dd-56d078bee5a0
g150327,ПАТИ,b8626455-229b-4332-918d-d8b9d456cb78
g150327,slowner,ea10d718-0b15-4434-9a0d-4b6bc223870e
g150327,Teenage Manager,c2360249-b7ca-4b40-83d5-b0815ee8e48e
g150327,Воллны,cddf504c-3d16-49b9-9efb-0537f642f744
g150327,Вторые Брюки,30b3bd05-e978-4502-a2e6-347da1fae07b
g150430,CHVRN,e767c4ff-40bf-43b7-a98c-e68938e671bd
g150430,Crossparty,9e6fd9c4-5dd2-473f-a414-e9cd66cc0de6
g150430,Fraunhofer Diffraction,7df727ad-674e-4ba1-8e89-0f0a5059f76a
g150430,K1llRGVP,591b78f5-5615-4ff0-8823-7b166c1bde18
g150430,SΞA OF MΞMBΞRS,c66458c0-b7f6-4dec-ade9-1296a38f599a
g150529,Beard & Chip,dd604442-86aa-4790-8656-26a6eed4191b
g150529,butdoesitfloat,6d51941e-a2e3-430b-9373-e31a612ac5ef
g150529,Девушка школьника,103c79d6-4bd3-4651-aee9-d3c73e07011b
g150529,Electric Blow,dea9a5a5-4812-412f-9026-fe174bf6c3b0
g150529,Фивы,4b749a4e-1283-4ea8-90fd-57cc7b73588c
g150529,Hellspin,7e43ce1e-b778-49cf-9814-920bc3ebfa85
g150529,ИННА ПИВАРС,40b8387d-9f46-47fd-ab1f-6e1c1927d092
g150529,Jahroom,86b577c3-1c1b-495a-bd68-8bff1e0369e9
g150529,РыцарныеРыцари,4fef8905-dd79-4316-8490-dfe290413a28
g150529,Lucidvox,4c378097-0908-4e4b-8bee-bf7a2a2c680a
g150529,"Кобыла и Трупоглазые Жабы Искали Цезию, Нашли Поздно Утром Свистящего Хна",0c94b1ec-a292-4633-b229-f75251b1ac0a
g150529,Mustelide,6828a911-2bd8-45b1-ba22-71ba25574b88
g150529,Nikola Tesla & Thee Coils,9dfa7d93-3d18-4826-af18-17ca9f583c2c
g150529,Около Полудня,a7f8cfd1-59b3-4ff5-ac1c-6465b929e4be
g150529,Red Samara Automobile Club,6c667e8e-9b9c-44bf-9906-d979155f680f
